continent,country,time,gender_wage_gap,gender_wage_gap_fill,parttime_women,employment_women,employment_men,fte_women,fte_women_fill,fte_men,fte_men_fill
Europe,Netherlands,2009,,18.3,59.9,69.6,81.5,42.7,,72.7,
Europe,Netherlands,2010,20.5,20.5,60.6,69.4,80.0,42.5,,71.7,
Europe,Netherlands,2011,,20.5,60.5,69.9,79.8,42.9,,71.2,
Europe,Netherlands,2012,,20.5,60.7,70.4,79.7,43.2,,70.4,
Europe,Netherlands,2013,,20.5,61.1,69.9,78.7,42.7,,68.5,
Europe,Netherlands,2014,,20.5,60.6,68.1,78.1,41.8,,68.1,
Oceania,New Zealand,1990,,,34.8,58.2,76.2,,,,
Oceania,New Zealand,1991,,,35.1,57.2,73.5,,,,
Oceania,New Zealand,1992,,,35.2,57.1,72.9,,,,
Oceania,New Zealand,1993,,,35.2,57.6,73.8,,,,
Oceania,New Zealand,1994,,,36.0,59.5,75.7,,,,
Oceania,New Zealand,1995,,,35.3,61.3,78.2,49.6,,85.9,
Oceania,New Zealand,1996,,,36.7,62.9,78.5,50.5,,86.6,
Oceania,New Zealand,1997,,,37.0,62.3,78.1,49.8,,85.5,
Oceania,New Zealand,1998,,,37.5,61.6,76.7,49.1,,83.8,
Oceania,New Zealand,1999,,,37.0,62.5,76.8,50.3,,84.0,
Oceania,New Zealand,2000,7.1,7.1,35.7,63.1,77.8,51.2,,85.1,
Oceania,New Zealand,2001,8.1,8.1,35.9,64.4,78.6,52.1,,85.3,
Oceania,New Zealand,2002,7.5,7.5,35.9,65.0,79.5,52.6,,85.9,
Oceania,New Zealand,2003,7.4,7.4,35.5,65.4,79.2,53.1,,85.5,
Oceania,New Zealand,2004,7.6,7.6,35.2,66.0,80.6,53.3,,86.6,
Oceania,New Zealand,2005,9.6,9.6,35.1,67.4,81.3,54.6,,87.5,
Oceania,New Zealand,2006,9.3,9.3,34.3,68.0,81.9,55.3,,87.5,
Oceania,New Zealand,2007,7.0,7.0,34.5,68.6,82.0,55.6,,86.9,
Oceania,New Zealand,2008,7.8,7.8,34.4,68.6,80.9,55.7,,85.4,
Oceania,New Zealand,2009,7.8,7.8,34.3,67.3,78.6,54.5,,82.1,
Oceania,New Zealand,2010,6.8,6.8,33.7,66.5,78.2,53.9,,81.9,
Oceania,New Zealand,2011,4.2,4.2,34.4,67.1,78.3,54.1,,82.1,
Oceania,New Zealand,2012,6.2,6.2,35.0,66.8,77.4,53.7,,80.9,
Oceania,New Zealand,2013,5.6,5.6,33.5,67.7,78.3,55.3,,81.8,
Oceania,New Zealand,2014,,5.6,32.7,69.1,79.7,56.6,,82.9,
Europe,Norway,1990,,,39.8,67.2,78.6,,,,
Europe,Norway,1991,,,39.6,67.0,77.1,,,,
Europe,Norway,1992,,,39.1,66.7,76.4,,,,
Europe,Norway,1993,,,38.7,66.6,75.8,,,,
Europe,Norway,1994,,,37.7,67.5,76.8,,,,
Europe,Norway,1995,,,37.5,68.8,78.1,,,,
Europe,Norway,1996,,,37.5,70.4,80.0,52.9,,77.0,
Europe,Norway,1997,,,36.5,72.2,81.7,54.4,,78.6,
Europe,Norway,1998,,,35.9,73.6,82.8,55.7,,79.5,
Europe,Norway,1999,,,35.0,73.8,82.1,56.0,,78.2,
Europe,Norway,2000,10.2,10.2,33.4,74.0,81.7,56.8,,77.3,
Europe,Norway,2001,10.7,10.7,32.7,73.8,81.0,56.7,,76.5,
Europe,Norway,2002,10.7,10.7,33.4,73.9,80.2,56.6,,75.8,
Europe,Norway,2003,10.2,10.2,33.4,72.7,78.7,55.9,,73.8,
Europe,Norway,2004,9.7,9.7,33.2,72.7,78.4,55.5,,73.0,
Europe,Norway,2005,9.4,9.4,32.9,72.0,78.3,55.3,,73.1,
Europe,Norway,2006,9.2,9.2,32.9,72.3,78.6,55.3,,73.6,
Europe,Norway,2007,9.8,9.8,31.6,74.0,79.7,57.1,,74.3,
Europe,Norway,2008,9.2,9.2,30.8,75.4,80.6,58.6,,74.8,
Europe,Norway,2009,8.7,8.7,30.4,74.4,78.4,57.9,,72.5,
Europe,Norway,2010,8.1,8.1,29.8,73.3,77.4,56.9,,71.2,
Europe,Norway,2011,7.8,7.8,30.0,73.4,77.2,57.1,,71.1,
Europe,Norway,2012,6.4,6.4,29.1,73.8,77.7,58.0,,71.5,
Europe,Norway,2013,7.0,7.0,28.8,73.5,77.4,57.7,,71.1,
Europe,Norway,2014,6.3,6.3,27.7,73.4,77.1,58.0,,71.3,
OECD,OECD - Average,1990,,,24.9,53.8,76.6,,,,
OECD,OECD - Average,1991,,,25.4,53.8,75.8,,,,
OECD,OECD - Average,1992,,,25.8,53.6,74.5,,,,
OECD,OECD - Average,1993,,,26.0,52.8,73.3,,,,
OECD,OECD - Average,1994,,,26.2,53.1,73.2,,,,
OECD,OECD - Average,1995,,,26.1,53.6,73.6,,,,
OECD,OECD - Average,1996,,,26.1,54.1,73.7,46.1,,78.7,
OECD,OECD - Average,1997,,,26.5,54.6,74.0,46.7,,78.7,
OECD,OECD - Average,1998,,,27.1,55.4,74.3,46.8,,78.4,
OECD,OECD - Average,1999,,,27.3,56.4,74.6,47.6,,78.3,
OECD,OECD - Average,2000,,,26.8,57.1,74.9,48.4,,78.6,
OECD,OECD - Average,2001,,,26.5,57.5,74.8,48.6,,78.2,
OECD,OECD - Average,2002,,,26.7,57.8,74.3,48.8,,77.4,
OECD,OECD - Average,2003,,,27.0,57.9,74.0,48.7,,76.8,
OECD,OECD - Average,2004,,,27.5,58.3,74.0,48.8,,76.9,
OECD,OECD - Average,2005,,,27.6,59.0,74.4,49.3,,76.8,
OECD,OECD - Average,2006,,,27.6,59.9,75.2,50.0,,77.3,
OECD,OECD - Average,2007,,,27.8,60.6,75.6,50.7,,77.5,
OECD,OECD - Average,2008,,,27.9,61.1,75.6,51.2,,77.1,
OECD,OECD - Average,2009,,,28.6,60.3,72.8,50.4,,74.4,
OECD,OECD - Average,2010,,,28.6,60.0,72.3,50.2,,73.9,
OECD,OECD - Average,2011,,,28.9,60.2,72.6,50.1,,73.4,
OECD,OECD - Average,2012,,,28.7,60.5,72.3,50.3,,72.9,
OECD,OECD - Average,2013,,,28.6,60.8,72.3,50.4,,72.5,
OECD,OECD - Average,2014,,,28.2,61.5,73.0,51.2,,73.1,
Europe,Poland,1992,,,,53.1,66.9,,,,
Europe,Poland,1993,,,,52.1,65.9,,,,
Europe,Poland,1994,,,,51.9,64.9,,,,
Europe,Poland,1995,,,,51.8,64.7,,,,
Europe,Poland,1996,,,,51.8,65.2,,,,
Europe,Poland,1997,,,16.6,51.8,66.1,50.2,,71.7,
Europe,Poland,1998,,,16.6,52.2,66.3,50.1,,71.3,
Europe,Poland,1999,,,19.2,51.6,63.6,48.6,,67.0,
Europe,Poland,2000,15.9,15.9,17.9,48.9,61.2,46.5,,65.3,
Europe,Poland,2001,14.3,14.3,16.6,47.8,59.2,45.9,,63.9,
Europe,Poland,2002,11.3,11.3,16.7,46.4,57.0,44.5,,61.7,
Europe,Poland,2003,11.0,11.0,16.8,46.2,56.7,44.2,,61.5,
Europe,Poland,2004,10.6,10.6,17.5,46.4,57.4,44.2,,62.1,
Europe,Poland,2005,11.0,11.0,17.4,47.0,59.0,44.7,,63.9,
Europe,Poland,2006,11.4,11.4,16.3,48.2,60.9,45.9,,65.7,
Europe,Poland,2007,12.2,12.2,15.0,50.6,63.6,48.5,,68.7,
Europe,Poland,2008,13.0,13.0,14.1,52.4,66.3,50.3,,71.4,
Europe,Poland,2009,10.1,10.1,13.1,52.8,66.1,50.5,,70.6,
Europe,Poland,2010,7.2,7.2,13.1,52.6,65.3,50.2,,69.5,
Europe,Poland,2011,8.9,8.9,12.5,52.7,66.0,50.3,,70.0,
Europe,Poland,2012,10.6,10.6,12.2,53.1,66.3,51.0,,70.5,
Europe,Poland,2013,,10.6,11.8,53.4,66.6,51.3,,70.9,
Europe,Poland,2014,,10.6,10.7,55.2,68.2,53.2,,72.5,
Europe,Portugal,1990,,,12.8,53.9,78.0,,,,
Europe,Portugal,1991,,,14.5,56.5,78.5,,,,
Europe,Portugal,1992,,,14.6,55.5,76.0,,,,
Europe,Portugal,1993,,,14.4,54.7,73.5,,,,
Europe,Portugal,1994,,,15.2,54.1,71.7,,,,
Europe,Portugal,1995,,,14.5,54.0,70.4,53.1,,78.7,
Europe,Portugal,1996,,,15.1,54.3,70.4,53.4,,78.2,
Europe,Portugal,1997,,,16.5,55.8,71.5,53.6,,77.9,
Europe,Portugal,1998,,,15.8,58.2,75.6,55.1,,80.6,
Europe,Portugal,1999,,,14.7,59.5,75.6,56.0,,79.4,
Europe,Portugal,2000,,,14.7,60.5,76.3,56.7,,79.1,
Europe,Portugal,2001,,,14.3,61.3,76.7,57.2,,79.0,
Europe,Portugal,2002,,,14.5,61.4,76.3,57.2,,78.8,
Europe,Portugal,2003,,,14.7,61.3,74.7,56.7,,76.5,
Europe,Portugal,2004,13.0,13.0,14.3,61.5,73.9,56.8,,75.7,
Europe,Portugal,2005,16.0,16.0,14.1,61.6,73.3,57.0,,75.1,
Europe,Portugal,2006,14.4,14.4,13.5,61.8,73.7,57.4,,75.0,
Europe,Portugal,2007,15.3,15.3,14.4,61.8,73.6,57.2,,74.8,
Europe,Portugal,2008,15.6,15.6,14.5,62.5,73.8,57.7,,75.2,
Europe,Portugal,2009,13.8,13.8,14.0,61.5,70.9,56.7,,72.1,
Europe,Portugal,2010,13.5,13.5,13.2,61.0,69.7,56.6,,70.6,
Europe,Portugal,2011,15.2,15.2,14.5,60.1,67.7,56.0,,69.0,
Europe,Portugal,2012,16.3,16.3,14.9,58.5,64.5,54.7,,65.6,
Europe,Portugal,2013,16.7,16.7,14.1,57.9,63.5,54.6,,64.9,
Europe,Portugal,2014,,16.7,12.9,59.6,65.8,57.1,,67.5,
Europe,Russia,1992,,,7.6,66.7,77.3,,,,
Europe,Russia,1993,,,6.3,64.2,75.0,,,,
Europe,Russia,1994,,,7.1,60.7,71.3,,,,
Europe,Russia,1995,,,7.2,59.4,69.9,,,,
Europe,Russia,1996,,,6.8,58.5,68.6,,,,
Europe,Russia,1997,,,6.8,55.8,65.3,,,,
Europe,Russia,1998,,,7.2,54.0,63.1,,,,
Europe,Russia,1999,,,11.2,57.5,65.9,,,,
Europe,Russia,2000,,,10.0,59.3,67.6,,,,
Europe,Russia,2001,,,7.3,59.3,67.4,,,,
Europe,Russia,2002,,,5.3,61.0,68.3,,,,
Europe,Russia,2003,,,7.3,60.7,67.7,,,,
Europe,Russia,2004,,,7.2,62.3,69.0,,,,
Europe,Russia,2005,,,7.4,63.1,69.8,,,,
Europe,Russia,2006,,,6.9,63.9,70.0,,,,
Europe,Russia,2007,,,6.6,65.3,72.0,,,,
Europe,Russia,2008,,,6.5,64.7,72.8,,,,
Europe,Russia,2009,,,6.2,63.4,70.6,,,,
Europe,Russia,2010,,,5.6,63.3,71.6,,,,
Europe,Russia,2011,,,5.4,64.0,72.4,,,,
Europe,Russia,2012,,,5.4,64.7,73.6,,,,
Europe,Russia,2013,,,5.8,64.4,73.6,,,,
Europe,Russia,2014,,,5.3,64.8,74.3,,,,
Europe,Slovak Republic,1994,,,4.4,52.6,67.2,,,,
Europe,Slovak Republic,1995,,,3.8,53.0,67.6,54.6,,74.0,
Europe,Slovak Republic,1996,,,3.5,54.6,69.2,56.2,,75.7,
Europe,Slovak Republic,1997,,,3.2,54.0,68.4,56.0,,75.0,
Europe,Slovak Republic,1998,,,3.2,53.5,67.8,55.4,,74.4,
Europe,Slovak Republic,1999,,,2.9,52.1,64.3,54.1,,70.0,
Europe,Slovak Republic,2000,,,2.9,51.5,62.2,53.4,,67.5,
Europe,Slovak Republic,2001,,,2.8,51.8,62.1,53.4,,66.8,
Europe,Slovak Republic,2002,20.4,20.4,2.3,51.4,62.5,52.3,,65.8,
Europe,Slovak Republic,2003,20.7,20.7,3.3,52.2,63.4,51.5,,65.5,
Europe,Slovak Republic,2004,20.9,20.9,4.0,50.9,63.2,50.1,,65.7,
Europe,Slovak Republic,2005,20.1,20.1,3.7,50.9,64.6,50.4,,67.7,
Europe,Slovak Republic,2006,17.8,17.8,3.8,51.9,67.0,51.5,,70.3,
Europe,Slovak Republic,2007,17.5,17.5,4.0,53.0,68.4,52.4,,72.1,
Europe,Slovak Republic,2008,16.4,16.4,4.0,54.6,70.0,54.0,,73.5,
Europe,Slovak Republic,2009,16.4,16.4,4.0,52.8,67.6,52.2,,70.4,
Europe,Slovak Republic,2010,14.9,14.9,4.8,52.3,65.2,51.6,,67.6,
Europe,Slovak Republic,2011,15.5,15.5,5.6,52.5,66.1,51.6,,68.7,
Europe,Slovak Republic,2012,16.0,16.0,5.1,52.7,66.7,52.1,,69.5,
Europe,Slovak Republic,2013,14.1,14.1,5.6,53.4,66.4,52.5,,69.2,
Europe,Slovak Republic,2014,14.4,14.4,6.4,54.3,67.6,53.2,,70.1,
Europe,Slovenia,2000,,,6.1,58.4,67.2,59.3,,71.3,
Europe,Slovenia,2001,,,5.9,58.8,68.6,60.0,,73.1,
Europe,Slovenia,2002,,,6.1,58.6,68.2,59.1,,72.3,
Europe,Slovenia,2003,,,6.1,57.6,67.4,57.6,,70.8,
Europe,Slovenia,2004,,,8.9,60.5,70.0,59.7,,72.9,
Europe,Slovenia,2005,,,9.3,61.3,70.4,60.4,,73.6,
Europe,Slovenia,2006,,,9.8,61.8,71.1,60.4,,73.6,
Europe,Slovenia,2007,,,9.7,62.6,72.7,61.3,,75.1,
Europe,Slovenia,2008,,,9.6,64.2,72.7,62.9,,75.5,
Europe,Slovenia,2009,,,10.4,63.8,71.0,61.6,,72.5,
Europe,Slovenia,2010,11.6,,12.1,62.6,69.6,59.6,,70.4,
Europe,Slovenia,2011,,,10.9,60.9,67.7,58.3,,68.5,
Europe,Slovenia,2012,,,10.3,60.5,67.4,58.3,,68.8,
Europe,Slovenia,2013,,,11.2,59.2,67.1,56.7,,68.1,
Europe,Slovenia,2014,,,12.5,60.0,67.5,57.1,,68.1,
Africa,South Africa,2001,,,,38.1,50.7,,,,
Africa,South Africa,2002,,,,36.1,50.4,,,,
Africa,South Africa,2003,,,,34.8,49.0,,,,
Africa,South Africa,2004,,,,34.4,49.5,,,,
Africa,South Africa,2005,,,,36.2,51.4,,,,
Africa,South Africa,2006,,,,37.8,52.8,,,,
Africa,South Africa,2007,,,,37.4,52.2,,,,
Africa,South Africa,2008,,,12.0,38.4,53.8,41.2,,63.7,
Africa,South Africa,2009,,,12.2,37.3,50.8,39.4,,59.1,
Africa,South Africa,2010,,,11.5,35.3,48.7,37.2,,56.4,
Africa,South Africa,2011,,,10.7,35.6,48.5,37.7,,56.1,
Africa,South Africa,2012,,,11.7,36.0,48.7,37.6,,56.2,
Africa,South Africa,2013,,,12.2,36.9,48.7,38.4,,55.9,
Africa,South Africa,2014,,,11.9,36.9,48.9,38.2,,55.8,
Europe,Spain,1990,,,11.5,31.8,71.9,,,,
Europe,Spain,1991,,,10.8,32.5,71.3,,,,
Europe,Spain,1992,,,12.8,32.5,68.5,,,,
Europe,Spain,1993,,,13.9,31.5,64.4,,,,
Europe,Spain,1994,,,14.3,31.5,63.3,,,,
Europe,Spain,1995,,,15.8,32.5,64.0,30.3,,67.5,
Europe,Spain,1996,,,16.2,33.8,64.7,31.3,,68.0,
Europe,Spain,1997,,,16.8,35.2,66.1,32.5,,69.7,
Europe,Spain,1998,,,16.5,36.5,68.3,33.7,,72.2,
Europe,Spain,1999,,,16.8,39.1,70.8,35.9,,74.6,
Europe,Spain,2000,,,16.1,42.0,72.7,38.7,,76.5,
Europe,Spain,2001,,,16.2,43.8,73.8,40.2,,77.5,
Europe,Spain,2002,,,15.9,45.8,73.8,42.2,,77.1,
Europe,Spain,2003,,,16.1,47.7,74.4,43.6,,77.5,
Europe,Spain,2004,12.6,12.6,16.9,49.6,74.8,45.3,,77.8,
Europe,Spain,2005,12.5,12.5,21.0,52.5,76.3,46.8,,80.2,
Europe,Spain,2006,10.4,10.4,20.4,54.5,77.2,48.7,,81.1,
Europe,Spain,2007,8.9,8.9,20.1,56.0,77.3,50.0,,80.9,
Europe,Spain,2008,11.8,11.8,20.4,56.2,74.4,50.0,,77.8,
Europe,Spain,2009,7.3,7.3,20.7,54.0,67.5,47.9,,70.0,
Europe,Spain,2010,6.6,6.6,21.2,53.5,65.7,47.3,,67.9,
Europe,Spain,2011,8.3,8.3,21.4,53.3,64.2,47.0,,65.9,
Europe,Spain,2012,8.6,8.6,22.4,51.8,61.1,45.3,,62.5,
Europe,Spain,2013,,8.6,23.4,51.0,60.1,44.3,,61.2,
Europe,Spain,2014,,8.6,23.6,52.0,61.6,44.9,,62.7,
Europe,Sweden,1990,,,24.5,81.0,85.2,,,,
Europe,Sweden,1991,,,24.3,79.3,82.7,,,,
Europe,Sweden,1992,,,24.4,76.2,78.2,,,,
Europe,Sweden,1993,,,24.6,72.1,73.1,,,,
Europe,Sweden,1994,,,24.9,70.7,72.2,,,,
Europe,Sweden,1995,,,24.1,70.9,73.5,,,,
Europe,Sweden,1996,,,23.5,69.9,73.2,,,,
Europe,Sweden,1997,,,22.6,68.9,72.4,,,,
Europe,Sweden,1998,,,22.0,69.4,73.6,,,,
Europe,Sweden,1999,,,22.3,70.9,74.8,,,,
Europe,Sweden,2000,15.5,15.5,21.4,72.2,76.3,,,,
Europe,Sweden,2001,16.6,16.6,21.0,73.5,77.2,,,,
Europe,Sweden,2002,15.9,15.9,20.6,73.4,76.9,63.0,,75.5,
Europe,Sweden,2003,16.0,16.0,20.6,72.8,76.0,62.4,,74.2,
Europe,Sweden,2004,15.3,15.3,20.8,71.8,75.5,61.4,,73.5,
Europe,Sweden,2005,14.4,14.4,19.0,71.8,76.2,61.4,,74.5,
Europe,Sweden,2006,14.6,14.6,19.0,72.1,77.1,61.6,,75.3,
Europe,Sweden,2007,16.4,16.4,19.7,71.8,76.5,61.0,,74.0,
Europe,Sweden,2008,15.4,15.4,19.6,71.9,76.7,61.0,,74.0,
Europe,Sweden,2009,14.9,14.9,19.8,70.2,74.2,59.6,,71.2,
Europe,Sweden,2010,14.3,14.3,19.4,69.7,74.5,59.3,,71.5,
Europe,Sweden,2011,15.9,15.9,19.0,71.3,75.8,60.8,,72.6,
Europe,Sweden,2012,15.1,15.1,18.6,71.8,75.6,61.5,,72.4,
Europe,Sweden,2013,,15.1,18.4,72.5,76.3,62.2,,72.8,
Europe,Sweden,2014,,15.1,18.3,73.2,76.6,62.9,,72.9,
Europe,Switzerland,1991,,,43.0,66.4,90.0,,,,
Europe,Switzerland,1992,,,44.6,67.0,88.9,,,,
Europe,Switzerland,1993,,,46.1,66.5,88.2,,,,
Europe,Switzerland,1994,,,45.8,65.6,86.6,,,,
Europe,Switzerland,1995,,,45.9,66.0,87.4,47.6,,91.6,
Europe,Switzerland,1996,,,46.4,67.2,86.8,48.4,,90.1,
Europe,Switzerland,1997,,,45.7,67.8,85.9,49.0,,90.1,
Europe,Switzerland,1998,,,45.9,68.8,87.2,49.8,,91.0,
Europe,Switzerland,1999,,,46.5,69.6,87.2,49.9,,90.9,
Europe,Switzerland,2000,22.2,22.2,44.7,69.3,87.3,50.5,,89.9,
Europe,Switzerland,2001,,22.2,44.7,70.6,87.6,51.3,,90.4,
Europe,Switzerland,2002,21.2,21.2,45.4,71.5,86.2,52.0,,89.0,
Europe,Switzerland,2003,,21.2,45.8,70.7,85.1,50.9,,87.3,
Europe,Switzerland,2004,20.1,20.1,45.2,70.3,84.4,50.9,,86.6,
Europe,Switzerland,2005,,20.1,45.7,70.4,83.9,51.1,,86.2,
Europe,Switzerland,2006,19.3,19.3,45.7,71.1,84.7,51.5,,86.3,
Europe,Switzerland,2007,,19.3,45.6,71.6,85.6,52.0,,87.5,
Europe,Switzerland,2008,19.5,19.5,45.9,73.5,85.4,53.2,,87.1,
Europe,Switzerland,2009,,19.5,46.7,73.6,84.4,52.8,,85.7,
Europe,Switzerland,2010,18.5,18.5,46.1,72.5,84.6,52.5,,85.4,
Europe,Switzerland,2011,,18.5,45.5,73.3,85.4,53.3,,86.2,
Europe,Switzerland,2012,16.5,16.5,45.6,73.6,85.2,53.6,,85.7,
Europe,Switzerland,2013,,16.5,45.7,74.4,84.6,54.1,,84.9,
Europe,Switzerland,2014,,16.5,45.6,75.1,84.4,54.6,,83.7,
Asia,Turkey,1990,,,19.0,32.9,76.9,,,,
Asia,Turkey,1991,,,26.0,33.7,76.3,,,,
Asia,Turkey,1992,,,25.1,31.9,75.5,,,,
Asia,Turkey,1993,,,18.9,25.8,74.2,,,,
Asia,Turkey,1994,,,18.5,30.4,74.6,,,,
Asia,Turkey,1995,,,13.0,30.2,74.6,,,,
Asia,Turkey,1996,,,12.0,30.3,74.9,,,,
Asia,Turkey,1997,,,13.2,28.0,74.8,,,,
Asia,Turkey,1998,,,13.2,28.5,74.3,,,,
Asia,Turkey,1999,,,16.8,28.9,72.7,,,,
Asia,Turkey,2000,,,19.3,26.2,71.7,,,,
Asia,Turkey,2001,,,14.0,26.3,69.3,,,,
Asia,Turkey,2002,,,13.5,26.6,66.9,,,,
Asia,Turkey,2003,,,12.3,25.2,65.9,,,,
Asia,Turkey,2004,,,13.9,22.3,66.4,,,,
Asia,Turkey,2005,,,13.1,22.3,66.9,,,,
Asia,Turkey,2006,,,17.3,22.7,66.8,25.4,,91.8,
Asia,Turkey,2007,,,18.6,22.8,66.8,24.8,,89.6,
Asia,Turkey,2008,,,19.0,23.5,66.6,25.4,,88.5,
Asia,Turkey,2009,,,23.5,24.2,64.6,25.2,,84.5,
Asia,Turkey,2010,20.1,,23.4,26.2,66.7,27.4,,87.0,
Asia,Turkey,2011,,,24.3,27.8,69.3,28.8,,89.8,
Asia,Turkey,2012,,,24.2,28.7,69.2,29.7,,88.7,
Asia,Turkey,2013,,,24.5,29.6,69.5,30.3,,88.3,
Asia,Turkey,2014,,,20.6,29.5,69.5,30.6,,87.5,
Europe,United Kingdom,1990,,,39.5,62.8,82.1,,,,
Europe,United Kingdom,1991,,,40.3,62.2,79.5,,,,
Europe,United Kingdom,1992,,,40.7,61.9,76.2,,,,
Europe,United Kingdom,1993,,,41.0,61.8,74.8,,,,
Europe,United Kingdom,1994,,,41.2,62.1,75.3,,,,
Europe,United Kingdom,1995,,,40.8,62.5,76.1,48.0,,84.5,
Europe,United Kingdom,1996,,,41.4,63.3,76.3,48.5,,84.5,
Europe,United Kingdom,1997,,,41.0,64.0,77.4,49.4,,85.3,
Europe,United Kingdom,1998,,,41.2,64.2,78.0,49.5,,85.8,
Europe,United Kingdom,1999,,,40.6,65.0,78.3,50.2,,85.1,
Europe,United Kingdom,2000,26.3,26.3,40.7,65.6,78.9,50.7,,85.4,
Europe,United Kingdom,2001,25.6,25.6,39.7,66.0,79.1,51.6,,85.6,
Europe,United Kingdom,2002,24.4,24.4,39.6,66.4,78.8,51.8,,84.3,
Europe,United Kingdom,2003,24.1,24.1,39.8,66.3,79.3,51.5,,84.2,
Europe,United Kingdom,2004,23.4,23.4,39.8,66.5,79.0,51.7,,83.5,
Europe,United Kingdom,2005,22.1,22.1,38.5,66.7,78.9,52.2,,82.8,
Europe,United Kingdom,2006,21.7,21.7,38.6,66.8,78.6,52.3,,82.1,
Europe,United Kingdom,2007,21.6,21.6,38.3,66.3,78.7,52.1,,82.2,
Europe,United Kingdom,2008,21.9,21.9,37.8,66.8,78.6,52.7,,81.7,
Europe,United Kingdom,2009,20.7,20.7,38.7,65.5,75.8,51.3,,78.1,
Europe,United Kingdom,2010,19.2,19.2,39.3,65.3,75.2,51.0,,77.1,
Europe,United Kingdom,2011,18.2,18.2,39.3,65.2,75.4,50.8,,77.3,
Europe,United Kingdom,2012,17.8,17.8,39.4,65.6,75.9,51.2,,77.5,
Europe,United Kingdom,2013,17.5,17.5,38.7,66.4,75.9,52.2,,77.6,
Europe,United Kingdom,2014,17.4,17.4,38.1,67.8,77.6,53.7,,79.6,
North America,United States,1990,,,20.2,64.0,80.7,,,,
North America,United States,1991,,,20.7,63.3,78.9,,,,
North America,United States,1992,,,20.5,63.5,78.3,,,,
North America,United States,1993,,,20.5,64.0,78.7,,,,
North America,United States,1994,,,20.4,65.2,79.0,,,,
North America,United States,1995,,,20.2,65.8,79.5,58.8,,81.8,
North America,United States,1996,,,20.1,66.3,79.7,59.4,,82.0,
North America,United States,1997,,,19.4,67.1,80.1,60.5,,82.3,
North America,United States,1998,,,19.1,67.4,80.5,60.9,,82.9,
North America,United States,1999,,,18.9,67.6,80.5,61.2,,82.8,
North America,United States,2000,23.1,23.1,18.0,67.8,80.6,61.7,,83.0,
North America,United States,2001,23.6,23.6,18.0,67.1,79.4,60.9,,81.3,
North America,United States,2002,22.1,22.1,18.5,66.1,78.0,59.8,,79.7,
North America,United States,2003,20.6,20.6,18.8,65.7,76.9,59.2,,78.4,
North America,United States,2004,19.6,19.6,18.8,65.4,77.2,59.0,,78.7,
North America,United States,2005,19.0,19.0,18.3,65.6,77.6,59.4,,79.3,
North America,United States,2006,19.2,19.2,17.8,66.1,78.1,60.1,,80.0,
North America,United States,2007,19.8,19.8,17.9,65.9,77.8,59.8,,79.6,
North America,United States,2008,20.0,20.0,17.8,65.5,76.4,59.5,,77.8,
North America,United States,2009,19.8,19.8,19.2,63.4,72.0,56.9,,72.2,
North America,United States,2010,18.8,18.8,18.4,62.4,71.1,56.4,,71.7,
North America,United States,2011,17.8,17.8,17.1,62.0,71.4,56.1,,72.0,
North America,United States,2012,19.1,19.1,18.3,62.2,72.3,56.3,,73.2,
North America,United States,2013,17.9,17.9,16.7,62.3,72.6,56.7,,73.4,
North America,United States,2014,17.5,17.5,16.8,63.0,73.5,57.4,,74.6,
